"tweet_text","tweet_datetime","latitude","longitude"
"Ik ben niet normaal verkouden meer","2014-01-14 11:03:47","51.49914","4.283463"
"Fk verkoude keelpijn alles pff.. gaat goeie kant op . 1 Voordeel GEEN SCHOOLL!!nadeel dond/vrij._stage","2014-01-14 11:52:16","51.89347","5.437720"
"Verkoudheid/hooikoorts. Word facking gek.","2014-01-14 12:13:57","52.72163","5.731892"
"Ja hoor, hij heeft me te pakken. #strontverkouden","2014-01-14 17:49:23","51.97734","4.766185"
"Zo verkouden :(((","2014-01-14 19:14:20","52.11089","5.094561"
"Elke winter wel een keer verkouden helaas. Zondag het warme weer opzoeken dus. 10dagen Calpe it is.","2014-01-14 19:36:46","52.01021","4.579148"
"Verkouden :(","2014-01-14 20:26:07","52.05657","4.311807"
"@fabvdakker #griepje #verkoudheid #rodehond","2014-01-14 20:45:58","52.14127","5.381847"
"Leuk zo''n koppijn. Mn kop kan fungeren als mattenklopper! Verkouden zijn altijd fijn.. NOT. Sleep tight♥","2014-01-14 22:45:35","51.99650","4.201894"
"Koffie en het bier weggeschonken bij @svDCS nu even een #whiskey voor de verkoudheid #dalwhinnie #maltscotchwhisky http://t.co/olJiQer1AA","2014-01-14 22:51:31","51.93676","6.078561"
"Verder Heel Veel Keelpijn Wordt
Volgens mij Verkouden Helemaal
Niet Lekker In Orde De Laatste Tijd
Bah!!!","2014-01-14 23:00:20","52.25940","6.769483"
"Keelpijn, kriebelhoest, verkouden. Ja jho, why not.","2014-01-14 23:25:51","51.48057","5.484049"
"Nog steeds verkouden :''(","2014-01-15 05:29:30","52.88142","6.640205"
"word ik weer verkouden..","2014-01-15 05:30:58","53.33585","6.523306"
"Aarhh ik hoest zowat de longen uit mijn lijf #snotverkouden #nogsteeds #agian","2014-01-15 06:00:41","51.53937","4.459448"
"Iedereen ziek ziek Hahah nou beterschap iedereen voor de mensen die ziek zijn of een beetje verkouden","2014-01-15 06:14:53","52.53001","6.088464"
"oke of ik ben verkouden of ik krijg een aanval .. en ik denk de 2e .. kut hoofdpijn ..","2014-01-15 06:17:04","51.99376","4.509969"
"Ben mn stem kwijt #verkouden #pratenklinktvoorgeenmeter #stemkwijt","2014-01-15 06:18:34","51.61896","4.946349"
"Alweer verkouden ...","2014-01-15 07:31:56","50.95515","5.978836"
"@dejongMiranda voel me niet zo heel erg stralend momenteel maar doe mijn best #verkoudheid","2014-01-15 08:39:37","51.85457","5.607436"
"Verkouden","2014-01-15 09:05:44","51.86664","4.345190"
"Nou geiser goedgekeurd dus weer mn bedje in.. Ken je je toch belabberd voelen als je verkouden bent en je stem weg is!!","2014-01-15 10:10:59","52.44441","4.656372"
"@Derde_helft ben even geveld. Zwaar verkouden even dagje binnen blijven.","2014-01-15 10:16:46","53.00449","6.566170"
"@BuufjeBuufje maar voor mij is 2 weken verkoudheid eigenlijk "" normaal"" duurt bij mij altijd zo lang","2014-01-15 10:55:41","51.86509","5.584777"
"Uitzicht vandaag.. Dagje in bed leren. Zwaar, zwaar verkouden :( http://t.co/1zpdjlvxnX","2014-01-15 11:37:26","53.17406","5.838994"
"Ben dat #verkouden zijn eigenlijk wel zat....","2014-01-15 12:30:27","52.71883","6.472223"
"Ik ben verkouden als een zeehond op rolschaatsen.","2014-01-15 14:05:59","52.14634","4.415943"
"Pff zo erg verkouden zometeen denk maar even lekker in bedje liggen !","2014-01-15 15:10:56","51.62167","4.952721"
"Echt fk verkouden ''-''","2014-01-15 15:58:04","51.82056","4.419904"
"Heb sterk het gevoel dat ik verkouden aan het worden ben.. voelde me al zo beroerd vandaag","2014-01-15 16:05:47","53.05623","6.206184"
"Verkoudennn =(","2014-01-15 17:34:00","51.25194","5.723970"
"Nog steeds erg verkouden... Nog 2 dagen stage en dan weer weekend! Zin in! Hopelijk dan wat beter","2014-01-15 17:43:10","53.18142","6.177471"
"Er heerst bijna een griep epidemie, ben ik even blij met m''n verkoudheid","2014-01-15 18:02:09","53.19857","5.778705"
"Ben zo erg verkouden mann.","2014-01-15 19:18:44","52.00289","4.349968"
"""@katja9913: Ben zo erg verkouden mann."" Beterschap !x","2014-01-15 19:47:53","52.00926","4.351601"
"Douchen en slapen #verkoudeenn","2014-01-15 20:04:39","52.36395","6.159570"
"Bah al de hele dag niet fit, traan ogen, hartstikke verkouden en ook nog eens last van de keel. Heel fijn","2014-01-15 20:10:21","53.21876","6.094162"
"@pietertreep, helaas zelf met verkoudheid thuis, maar mooi dat mijn CDA-fractiegenoten er kunnen zijn....","2014-01-15 20:11:55","52.56057","5.924308"
"Focking verkouden","2014-01-15 20:14:32","52.99519","6.080895"
"""@xonlyindo_: Zo slapen, morgen weer n dag stage. Te verkouden gewoon.."" KARMA IS A BITCH","2014-01-15 21:08:38","51.63345","4.951384"
"Zomenteen proberen te slapen , hopen dat t kan met die kut verkoudheid.","2014-01-15 21:24:25","51.62173","4.952726"
"Kan niet eens gvd op me zei slapen want anders loop all m''n snot eruit.. #verkouden","2014-01-15 23:10:10","51.81241","4.665797"
"Kapot hard verkouden","2014-01-16 07:16:56","52.01800","5.056895"
"Keelpijn, verkouden.. wat een pret","2014-01-16 10:19:53","52.24686","4.434300"
"@elsemiekje niks voor mij verkouden zijn! Ben t daarom ook nooit denk.. Maar als ik t heb... Pff gelijk in 5 voud hahaha","2014-01-16 11:14:51","52.44451","4.656324"
"Kut verkoudheid 😵","2014-01-16 17:08:09","52.40769","6.906243"
"Focking verkouden dat is zo KUT:((","2014-01-16 17:41:30","52.25942","6.769297"
"Traan.ogen door verkoudheid gvd :(","2014-01-16 18:57:25","51.91456","6.588909"
"Fuck, verkouden","2014-01-16 19:16:04","52.80241","6.057280"
"Tijd voor een mok Intense Mint thee #verkoudheid","2014-01-16 19:38:07","51.85457","5.607423"
"Volgens mij is onze kat ook verkouden. Zit aan mijn lege mok te snuiven waar Intense Mintthee in gezeten heeft.","2014-01-16 19:59:27","51.86519","5.584254"
"Brr ijskoud en snotverkouden.","2014-01-16 20:58:14","52.15631","5.406130"
"Koppijn misselijk en verkouden, kan niet beter!","2014-01-16 21:19:38","52.31637","6.907454"
"Sleepwell #weekend #benauwd #superverkouden #hoestzitvast","2014-01-16 22:27:42","51.55513","4.516088"
"Zo lekker gedouched:) half potje vicks onder me neus gesmeerd tegen de verkoudheid haha en nu lekker slapen!","2014-01-16 22:54:36","51.86678","4.168672"
"""@djdaymar: Hoelang mag een mens wettig gezien strontverkouden zijn??!! ✋🚫⁉️😷"" eeuwig?","2014-01-16 23:39:20","52.67751","6.386339"
"Gaat al lekker, verkouden aan het worden, keelpijn spierpijn!! Word dus ziek ofzoo !","2014-01-17 06:01:49","52.31600","5.027968"
"Kei erg verkouden","2014-01-17 06:02:02","51.36710","6.178757"
"Verkouden zijn is echt hell","2014-01-17 07:08:13","52.07827","5.117134"
"Jeeuh ik word weer verkouden ....","2014-01-17 07:12:24","52.02675","4.714022"
"Begin verkoude te worden..","2014-01-17 07:21:15","52.50957","4.677564"
"Wakker , verkouden","2014-01-17 07:26:47","51.87902","4.525547"
"En ik zit weer naast de verkouden en vol met bacillen medereiziger #lekkerhoor","2014-01-17 08:13:28","52.10384","5.088808"
"Ik vind t knap van mezelf. In de zachtste winter ooit snipverkouden worden.","2014-01-17 09:53:03","51.73407","4.960921"
"Verkouden en hoesten, bahbah","2014-01-17 13:12:00","51.71724","5.858097"
"Ben echt verkouden","2014-01-17 17:25:00","51.34893","5.306467"
"Ooops,verkouden.","2014-01-17 17:44:23","52.69151","5.244700"
"@UtopiaNL zo ze zijn verkouden zit een scheet verkeerd bel de dokter 112 haha wat een zeikers knap dat je die ergenskan vinden de mol","2014-01-17 18:39:44","51.57846","4.659584"
"“@demivermeule: Echt super verkouden! 😭”","2014-01-17 20:28:44","51.50126","3.895827"
"Goeie verkouden, feest weer!","2014-01-17 22:45:48","51.91825","6.592238"
"keelpijn verkouden &amp hoesten.. 😔","2014-01-17 22:49:27","52.20392","5.295646"
"Ben snot verkouden, bah","2014-01-17 23:49:53","53.10520","6.100433"
"Vorderingen! 23-3-6:30u! Iedereen slaapt nog. #stil. Blij voor verkouden ZL#zeehond                                      *wat zal ik doen*","2014-01-18 06:02:31","52.01157","5.042789"
"Aaaaah zo verkouden! #nietnu!! 😭","2014-01-18 08:19:09","52.19617","4.420682"
"Reve ik weet wat je bedoeld was heel erg verkouden","2014-01-18 08:23:54","50.85568","6.061896"
"Snertkinderen met hun virussen😡 #verkouden","2014-01-18 08:59:42","51.88761","5.426795"
"Verkouden, jenke.","2014-01-18 09:02:16","53.04224","5.660707"
"Jeeej !! Papa mn matras van oma gebracht! Moet zowat mn bed inspringen! En gelijk mn autodeur gemaakt! Ik ben weer happy #verkoudeninmnbedje","2014-01-18 09:10:10","52.44471","4.655926"
"kanker verkouden en keelpijn pff 😔","2014-01-18 10:04:18","52.20394","5.295636"
"Koppijn, verkouden &amp moe #ziekigg.","2014-01-18 13:15:23","53.25923","6.029958"
"Verkouden. (@ Station Hengelo Gezondheidspark w/ @janno97) http://t.co/lNcHZ43QoF","2014-01-18 14:40:08","52.26158","6.768115"
"Lekkere druk op m''n neus, hofdpijn, oorpijn en keelpijn. Verkouden zijn is zo leuk. Vooral als je weer tot 10 a half 11 moet werken","2014-01-18 14:53:48","52.11632","5.128627"
"Tuurlijk word ik nu verkouden --''","2014-01-18 19:32:15","53.25381","5.903133"
"Ik heb zo''n keelpijn en ben zo verkouden Jezus","2014-01-18 22:02:24","51.96508","6.309577"
"Word k verkouden ? Nee toch he","2014-01-18 22:05:25","50.94184","5.794774"
"Pff.. kut verkoudheid","2014-01-19 00:13:56","52.22359","6.891977"
"Vanavond afzwemmen zwemmend redder 4 en ben verkouden :( #reddingsbrigade","2014-01-19 11:03:45","51.53683","4.223611"
"Zo verkouden :(","2014-01-19 11:57:05","51.70170","4.866335"
"@NECToday Denk verkoudheidje.","2014-01-19 13:09:06","51.76168","5.781750"
"Verkouden aant worden en m''n oren zitten ineens dicht #fijn","2014-01-19 13:28:55","51.41677","5.557172"
"@Spintens Slurp-, verkoudheids-, slik-, kauw-, en andere mondgeluiden. Drives me insane! Maar ook echt dat ik me agressief ga voelen. &gt.&lt","2014-01-19 13:37:19","52.36122","6.459529"
"Mijn verkouden prins http://t.co/JEDiIk81Or","2014-01-19 15:11:11","52.77930","6.690418"
"Slapen😴 #koud #koppijn #verkouden #GN","2014-01-19 20:18:25","52.20375","4.423830"
"@jootjuh60 Ben erg verkouden en imdat ik astma heb zat alles dicht.","2014-01-19 20:38:53","52.24132","6.898377"
"Ben echt misselijk en verkouden en hoofdpijn pffff","2014-01-19 21:22:39","51.91419","4.557355"
"Slapen mensjes, verkouden to the max.","2014-01-19 23:05:52","51.83225","4.726931"
"Verkouden :(","2014-01-20 05:38:43","52.05646","4.311748"
"Verkouden 😷","2014-01-20 06:20:38","52.26292","5.170671"
"Fkgg verkouden &amp hoofdpijn, gaat dit verhaal bij vorige week verder? #pleasenietziek","2014-01-20 06:48:02","52.02439","5.527877"
"Vermist/verloren.....mijn stem 😁☺ #verkouden #vervelend http://t.co/Kl2EPcpVEq","2014-01-20 07:34:50","52.01162","4.532129"
"Verkouden -_-","2014-01-20 08:14:53","51.82103","3.984142"
"Zo mogge verkoudheid","2014-01-20 10:12:11","52.14732","4.652475"
"""@010_NAMEK: Verkouden, Kaak."" Kaak?","2014-01-20 16:15:33","50.94389","5.895136"
"Verkouden, hierdoor heeft mijn hele lijf spierpijn pff:(. #moe #kapot #verkouden","2014-01-20 19:16:38","51.84804","4.334945"
"k haat verkouden zyn.. ufft","2014-01-20 19:17:02","52.49498","6.290708"
"Verkouden 😐","2014-01-20 20:18:14","52.64500","4.825407"
"Volgens mij word ik verkouden. Keelpijn #bah","2014-01-20 21:20:44","53.11298","6.110076"
"Tering verkoudheid, val niet meer in slaap! 😔","2014-01-20 22:55:14","51.34847","6.161090"
"@Youke ik vertrouw op mijn eigen keeldrankje , maar merk wel dat er een verkoudheidje aankomt . Vitamine shot dalijk .","2014-01-21 05:09:53","51.42178","5.462409"
"@Youke nee voel nu langzaam een verkoudheidje opkomen , last van keel etc . Nog geen last van spieren of verhoging .","2014-01-21 05:23:37","51.42191","5.462387"
"Keelpijn hoofdpijn verkouden","2014-01-21 06:36:18","51.83370","4.684218"
"Verkouden","2014-01-21 06:41:16","52.35026","6.853168"
"snotverkouden bah","2014-01-21 06:58:52","52.52370","6.141194"
"Word verkouden fso :s","2014-01-21 07:06:41","51.69253","5.138301"
"Roanne verkouden.... Ze zal toch geen griep krijgen?? Nu koffie, werken en vanavond heeft yuli district kampioenschap in Alkmaar #fijnedag","2014-01-21 07:29:55","52.49928","4.748947"
"Zo snotverkouden dat mijn groene smoothie zelfs niet smaakt :(","2014-01-21 07:41:52","52.51489","6.122209"
"Het heeft lang geduurt dit jaar maar volgens mij word ik flink verkouden..","2014-01-21 07:45:12","51.37695","6.192308"
"Ik ben nog nooit zo erg verkouden geweest","2014-01-21 07:46:50","52.25498","5.592189"
"Ingepakt in vele lagen kleding &amp snotterverkouden incl. kriebelhoest op weg naar nairobi. En toch was het goed om even in fris NL te zijn.","2014-01-21 07:50:12","52.31314","4.761380"
"@_hulyaax haha nee ben ka erg verkouden sen?","2014-01-21 07:55:39","52.25489","5.592486"
"Verkouden als een zeehond","2014-01-21 08:15:50","52.43235","4.641559"
"Ik loop nog een verkoudheidje op hier in deze ROC","2014-01-21 08:33:18","52.35523","6.655872"
"Super verkouden blehh.. 😱","2014-01-21 08:40:51","51.34850","6.161049"
"Wakker nogsteeds harstikke verkouden mehh","2014-01-21 09:11:38","53.36776","5.213481"
"alweer verkouden was net over begint het weer","2014-01-21 14:21:11","53.33584","6.523504"
"@Clint_Black do you have snotverkouden","2014-01-21 15:14:27","52.34158","6.113623"
"Super verkouden, loopt wrts vast, kan er ook nog wel bij","2014-01-21 16:18:02","51.54579","4.793195"
"Door verkoudheid geen stem. erg frustrerend tijdens afscheidsreceptie #cnv @JaapSmitCdK.","2014-01-21 16:51:33","52.08224","4.311425"
"En weer thuis, zo beroerd als wat.. kutverkoudheid!","2014-01-21 16:54:29","53.11478","5.440551"
"Gek verkouden !!","2014-01-21 20:28:11","52.49184","4.787318"
"Zo ongelofelijk verkouden, voel me vreselijk. 😷","2014-01-21 20:40:05","52.52812","4.708745"
"Zo pitte, kk verkouden","2014-01-21 20:48:27","51.81188","5.728429"
"Spierpijn, verkouden, hoofdpijn. Ugh.. nu maar gaan slapen #gn","2014-01-21 21:00:06","52.52156","6.593242"
"Gvd kan niet slapen door die verkoudheid..","2014-01-21 21:15:35","51.26526","5.567814"
"RT @MehdiCarcela17: Als ik eenmaal verkouden ben dan ben ik direct ook goed verkouden 😖😩 - Oke","2014-01-21 22:13:45","52.96669","5.912249"
"word niet goed van dat verkouden zijn","2014-01-21 22:46:16","53.33918","6.520536"
"Straks op pad met #zakdoeken #paracetamol #verkouden #hoofdpijn","2014-01-22 05:26:24","51.55786","3.798344"
"alleen die fucking verkoudheid he..","2014-01-22 05:40:51","53.33918","6.520536"
"Fcking verkouden koppijn en keelpijn","2014-01-22 05:44:57","52.99438","6.539868"
"Keelpijn, verkouden en slecht geslapen, dit wordt een leuke dag -,-","2014-01-22 06:23:13","52.63616","6.211456"
"Hoofdpijn eindelijk weg... But the nose keeps running and running #verkouden","2014-01-22 06:42:34","51.83798","5.862576"
"er gaat een wereld voor me open ik kan weer ruiken #verkouden","2014-01-22 06:50:07","52.04789","5.068381"
"Ben kapot verkouden ogen onstoken keelpijn pff","2014-01-22 07:23:20","52.65134","5.045161"
"Yes normaal ben ik altijd rond 07.00 uur wakker, en ben nu net pas wakker :D en lekker verkouden -,-","2014-01-22 07:41:40","52.84581","6.958522"
"Mmm zat gisteren nog te denken..ben niet meer zo vaak verkouden. .heerlijk! En vanmorgen werd ik wakker door een loopneus.. jeahhh haha","2014-01-22 07:59:36","52.23279","5.978144"
"verkouden niet normaal","2014-01-22 08:32:29","51.58000","4.652628"
"Dus de koppijn is weg. Denkje het is over, maar nee hoor. Nu dus keelpijn en die verkoudheid wil ook niet weg #super","2014-01-22 09:38:03","51.83882","5.000996"
"Jammer morgen niet met de kinderen naar de treinen .Ben nog niet de oude.Maar ze hebben wat anders bedacht.rot verkoudheid.","2014-01-22 13:26:11","52.11376","4.287558"
"Verkouden als een gek #kutnederland","2014-01-22 15:40:37","51.75448","5.493076"
"Zo verkouden he , wauw..","2014-01-22 16:41:00","50.86536","6.071117"
"Niks proeven omdat verkouden --''","2014-01-22 17:09:15","51.83430","5.000650"
"Zwaar verkouden koud en moe, dus douchen en naar bed toe","2014-01-22 17:38:46","53.22486","6.533338"
"Niets op tv, prima avond om heerlijk de verkoudheid eruit te zweten #sauna","2014-01-22 17:47:31","51.64375","4.752030"
"@TamaraBrinkman Ben je niet gewoon verkouden, en heb je stiekem je mojo nog?","2014-01-22 19:25:05","52.23717","5.179164"
"Ziek verkouden.","2014-01-22 21:03:29","52.20217","5.138161"
"Kan niet #slapen #hoesten #verkouden #benedenopdebank kijken of het lukt om nog te gaan slapen","2014-01-23 02:36:06","51.55785","3.798264"
"In slaap proberen te vallen weer, #verkouden","2014-01-23 03:26:04","52.08793","4.406058"
"Ik ben 3 kwartier wakker en heb nu al 20x geniest ofzo... 0_o #verkouden #hatsjoee","2014-01-23 06:05:14","51.91815","4.265409"
"Goed verkouden weer","2014-01-23 07:11:42","51.74164","5.850686"
"Avondje zweten heeft me goed gedaan. Geslapen als n roos en minder verkouden nu. #sauna","2014-01-23 07:16:16","51.64370","4.752057"
"strontverkouden en ben mn stem kwijt..","2014-01-23 08:56:48","52.03193","5.527944"
"Weer ben ik verkouden :s","2014-01-23 11:34:30","52.37504","4.920910"
"Na een enorme verkoudheid nu weer in staat om de sociale media bij te werken! En de admin natuurlijk! Fijne avond ! http://t.co/gTo2fLRTo1","2014-01-23 16:51:00","51.88384","4.608025"
"konniet &amp&amp fuckin'' verkouden, hebben jullie binnen getraind ? -@DeborahZinga","2014-01-23 19:43:33","52.43595","4.838619"
"Fucking verkouden :((","2014-01-23 20:01:34","52.20005","5.421799"
"Ga maar eens een warme douch nemen en me warme bed opzoeken. Steenkoud en tegen een verkoudheid aan. Spreek u morgen weer. Welterusten!","2014-01-23 21:57:20","52.37838","4.634051"
"Oorpijn hartpijn hoofdpijn buikpijn &amp verkouden ..","2014-01-23 22:10:29","51.46141","5.634076"
"@erwinvbussel iedereen is verkouden op het moment...","2014-01-23 23:08:04","51.91903","4.616848"
"Verkouden , 😁🔫","2014-01-24 06:05:36","51.82401","4.778261"
"Ik voel een verkoudheid aankomen 😷","2014-01-24 06:06:05","50.89144","5.965961"
"Verkouden","2014-01-24 08:09:44","51.64704","4.607144"
"Klaar met eten :) jammer dat ik alleen nix proef door me verkoudheid xd","2014-01-24 16:37:34","53.04030","5.657730"
"Hoest mijn longen uit mijn lijf!!  #verkouden","2014-01-24 18:04:02","51.31143","6.120494"
"@Koekymonster18 beetje verkouden","2014-01-24 20:18:01","51.61097","4.740711"
"Oscillococcinum. Wie dat kan zeggen is niet verkouden! 

Zie je vaak bij homeopathische middelen. Ze werken niet, maar helpen wel.","2014-01-24 20:54:29","52.96613","5.821484"
"oorpijn, keelpijn, hoofdpijn en stront verkouden. yesssss http://t.co/29XSXSgCsb","2014-01-24 21:59:24","52.03194","5.527944"
"Iemand ervaring met vliegen tijdens een zware verkoudheid met voorhoofdsholte en bijholte ontsteking? ?","2014-01-24 22:05:28","53.25494","5.771184"
"Ik ben zo verkouden.. Dat is gewoon niet gezond meer . 😵😑😳","2014-01-24 22:48:31","51.89376","4.630470"
"Kut verkoud heid !! ..,.,,","2014-01-24 22:55:25","52.95288","4.754072"
"Hoera ik ben verkouden 🙌","2014-01-25 00:21:42","52.19012","5.379747"
"verkouden alless mehh","2014-01-25 06:53:11","52.31636","6.928662"
"Al een week last van een hardnekkige verkoudheid. Ben er niet fit onder.....ik hoest me de @#$#@$&amp.....weg ermee....ik wil hardlopen.....","2014-01-25 07:22:56","52.95316","5.915881"
"Wordt wel moeilijkk lopen maarja -___- #verkouden","2014-01-25 07:39:03","52.00248","4.350584"
"En ben dus ook verkouden","2014-01-25 07:39:29","52.00250","4.350555"
"Goodmorning , verkouden as fuck.","2014-01-25 07:48:31","51.88635","4.855167"
"Zooo verkouden","2014-01-25 09:06:31","53.06306","6.574658"
"Verkouden als de tyfus. Niet normaal","2014-01-25 10:07:00","52.19892","6.006280"
"Verkouden...","2014-01-25 10:07:59","52.19713","5.371510"
"Verkouden -.-","2014-01-25 10:32:12","52.39493","6.285486"
"Wat komt verkoudheid altijd toch zo goed uit.","2014-01-25 10:37:34","52.22352","5.175135"
"Fckn verkouden. Hate thisss","2014-01-25 11:52:32","52.03352","5.544612"
"verkouden","2014-01-25 12:04:04","52.23363","6.113047"
"Verkouden en zo beroerd. Vanmiddag werken van 3 tot 6.","2014-01-25 12:14:32","53.17207","6.201589"
"Ik ben echt verkouden, hahaha en me stem is zo grappig !","2014-01-25 16:45:32","51.89399","4.630410"
"Ik word ziek man pfff hoofdpijn me keel zit dicht verkouden geweldig dit","2014-01-25 16:54:39","52.19627","6.905978"
"Ik ben verkouden.. Great.","2014-01-25 17:43:48","52.25525","5.260364"
"Voel me nog steeds brak en braak door een flinke verkoudheid. Uiteraard weer in het weekend als je denkt iets leuks te gaan doen. Bah.","2014-01-25 17:51:29","51.25070","5.907542"
"Het zou nu overigens fijn zijn als mijn verkoudheid verdwijnt. Ik klink al een week -áls ik een stem heb- als een doorrookte corpssnol.","2014-01-25 18:50:31","52.37785","4.932276"
"Vanaaf vroeg slapen #verkouden #hoofdpijn","2014-01-25 18:56:47","52.19711","5.371472"
"Wauw wat voel ik me ellendig. Supersupermoe en verkouden en koud. Nog niet in Groningen :(","2014-01-25 18:59:51","52.50155","6.110647"
"Verkoude #koppien","2014-01-25 19:03:01","51.69090","5.865192"
"Ben zo erg verkouden he , krijg geen eens lucht gvd 😭","2014-01-25 20:17:11","50.86517","6.071113"
"Begin beetje verkouden te worden..","2014-01-25 20:17:38","52.48821","6.113966"
"""@littleXio: Verkouden zijn is echt niks voor my""","2014-01-25 21:05:14","52.04374","4.257559"
