"tweet_text","tweet_datetime","latitude","longitude"
"Van al die kookprogramma''s krijg je tegenwoordig ook spontaan koorts van",2014-01-14 15:28:46,52.05320062,6.11629211
"@Mevr_Lambrechts Voel me al wel iets beter en wou wel naar school, maar m''n moeder vond dat nog geen goed idee, heb nog steeds koorts..",2014-01-14 18:32:11,52.7606461,6.8834757
"Lekkere kriebelhoest, koorts en een verstopte neus hihihi",2014-01-14 20:45:22,51.4885151,5.4827724
"En daar liggen we dan met koorts in bed, ontzettende buikpijn en slechte ademhaling! 👎😢😖",2014-01-14 21:56:37,51.97523333,4.61367274
"Pittige koorts",2014-01-14 23:05:58,52.80664057,6.65680794
"3e nacht zonder slaap! Wtf is er met mij aan de hand? Morgen toch maar ff langs de doktor. #koorts #slapelozenachten",2014-01-15 02:58:36,51.58467469,4.81580531
"De ene koortslip is nog niet verdwenen of de andere zit er al weer :( vreselijk. Echt te erg gewoon!",2014-01-15 04:55:44,51.47743374,5.70442512
"Nog een dagje thuis vandaag, nog steeds koortsig",2014-01-15 06:14:33,51.97526524,4.61384291
"koorts...  godverdomme",2014-01-15 06:34:55,52.3734289,4.9448403
"Gek hoge koorts 😒🔫",2014-01-15 09:48:30,52.09584653,5.21260272
"koorts en kotsen nou wat een feest",2014-01-15 10:39:08,52.25586301,6.15214628
"@mauranka iets beter gelukkig!! Hoest nog wel, maar koorts is weg!",2014-01-15 14:46:07,51.86766812,4.37428772
"Na een week van koorts bankhangen griep hebben flauwvallen en een zere keel. Vandaag weer naar school geweest (:",2014-01-15 16:23:06,51.8909797,4.6868708
"Het was zo lang geleden dat ik bijna was vergeten hoe t voelde, helaas #koorts",2014-01-15 21:49:32,52.1871211,4.43527343
"koorts :s",2014-01-15 22:03:39,52.0663972,5.1375412
"Vandaag toch naar school maar heb nog koorts en misselijk mahn",2014-01-16 06:43:50,51.8082322,4.6740736
"lerares denkt ik heb koorts nu temperatuur opmeten",2014-01-16 09:23:37,52.57595621,6.62373572
"@AmstellandDB Tja, helaas. Dan moet men er rekening mee houden dat zo''n poll niet geheel zuiver de resultaten weergeeft #verkiezingskoorts",2014-01-16 10:32:16,52.25352287,4.76122189
"Wie heeft er zin om morgen naar de theatershow van so you think you can dance te gaan? Ik heb 2 kaartjes maar lig helaas met koorts in bed😥",2014-01-16 11:26:10,52.18712857,4.43506576
"Koorts 🎉",2014-01-16 15:12:04,51.51317165,3.88470477
"@dientje12 haha hb nog steeds beetje koorts mja",2014-01-16 18:10:33,52.066403,5.137532
"Classificatie chronische Q-koorts verbetert behandeltraject patiënt #veldhoven http://t.co/CcDA9TNazw",2014-01-16 19:25:04,51.41833,5.40278
"""@xMarisssss: Met koorts op bed pff"" beterschapp",2014-01-16 20:36:00,51.8898833,4.4733127
"Opa ligt weer aan de bloedtransfusie, hele hoge koorts enzo, &amp hij wilt nu ook iedereen nog heel even zien.. slecht teken #staystrong",2014-01-16 21:28:17,52.0257425,5.5647787
"Ik heb een koortslip dat is echt lang geleden :(",2014-01-17 07:38:16,51.51251367,3.88410889
"@timkorsmit Tim de koortslip heee",2014-01-17 09:54:53,51.49915182,4.28320098
"GL en CDA #Voorschoten claimen succes oplaadpalen e-auto''s. #Verkiezingskoorts. Motie is 30 juni 2011 ingediend door GL, VVD, CDA en #PvdA.",2014-01-17 12:32:39,52.12675438,4.43355559
"Weer te veel gedaan, weer 38,7 graden koorts 😖😖",2014-01-17 17:24:44,51.82277611,4.25169714
"Gn, morgen niet meevoetballen door koorts😭😷",2014-01-17 22:07:37,51.76987642,4.94841071
"39 graden koorts 😬😬",2014-01-17 22:35:47,52.20209014,5.17814193
"Koortslip ga weg",2014-01-17 23:40:50,51.51251132,3.88406136
"@sanderhubens nee ik weet man ik kreeg de volgende dag koorts en bleef een week maar toen ging het weg bij mij",2014-01-18 00:26:41,51.8322642,4.368145
"Kind met koorts + n babyfoon die niet helemaal goed werkt = slecht voor mama''s nachtrust #WakendSlapenTotMnWekkerGaat",2014-01-18 00:29:03,52.0939651,4.3886294
"pffff onze gozert ligt te hoesten?? oooi neee toch geen #kennelhoest of #verflucht???, nog steeds eten en geen koorts",2014-01-18 01:30:04,51.8987405,4.5424004
"Jup, Nogsteeds koorts 😖",2014-01-18 08:07:46,51.82273217,4.25198045
"Koorts is veel minder geworden maar ik mag nogsteeds niet meedoen😩",2014-01-18 08:43:09,51.76975613,4.948949
"Pff koorts spierpijn helemaal niks waard",2014-01-18 09:14:51,53.1544059,6.3706544
"@ingeoldenburger koorts, buikpijn keelpijn nou ga zo maar een rijtje af",2014-01-18 10:10:14,53.14370967,6.49647001
"Wat een week van trap vallen, een vriend plots heel ziek, jongste flinke koorts. Wel klaar mee. Op naar vrolijkheid!",2014-01-18 11:47:31,52.49180538,4.78329499
"Geen tijd griep of koorts! Of wat dan ook! #Citrosan #Strepsils #VitamineC #HotColdrex #Leggo http://t.co/Of1oO4GlcX",2014-01-18 21:15:51,52.04781236,4.23635161
"Geen tijd voor griep of koorts of wat dan ook! #Citrosan #Strepsils #VitamineC #HotColdrex #Leggo http://t.co/WbXEOiciTJ",2014-01-18 21:17:31,52.04776628,4.23642261
"@WdeBruin83 nee idd! Is al een paar nachten zo. Heeft nu ook koorts @dsMirjam @HarcoPloegman @LeoMarkwat",2014-01-19 07:16:05,52.96081614,4.75532222
"Ik heb zowaar koorts. Da''s lang geleden.",2014-01-19 11:14:33,52.44821875,4.58478905
"Het Business Peloton spreekt in de Directors Lounge over de Utrechtse Gele Koorts http://t.co/F0XgyRouwl",2014-01-19 12:59:28,52.07844005,5.14583898
"Hmm, oma wordt daarnet gebeld dat het weer fout gaat met opa.. hij is flauw gevallen, weer heel hoge koorts &amp hartslag weer verkeerd ..",2014-01-19 13:37:09,52.0008184,4.3963089
"Prachtig weer vandaag, het lijkt wel lente. Alleen jammer van dat genies #hooikoorts",2014-01-19 14:23:44,52.5364353,6.0562078
"Weer koorts. Na 2 weken ben ik daar ook wel keer klaar mee. Alvast bedankt !",2014-01-19 18:57:03,52.8541371,6.2120725
"@sendiri61  Heb jij je koffertje al gepakt vrouwke? Morgen begint het dus nu al reiskoorts? Ik heb dat altijd, een dag er vóór. XXX",2014-01-19 20:15:43,52.29448965,4.84950149
"Kom ik nou nooit eens van die koorts af",2014-01-19 20:43:35,51.82274431,4.25166974
"Zometeen slapen, morgen gewoon school hoe hoog me koorts ook is",2014-01-19 20:52:47,51.82270142,4.25180345
"Koortsig",2014-01-19 21:14:46,51.73352993,4.95956433
"Kut hooikoorts!",2014-01-19 21:26:06,51.46483921,5.64188543
"Geweldig, not! Wakker worden met een gigantische koorts. Heb het dagen kunnen onderdrukken maar moet er nu aan geloven. #ziek.",2014-01-20 04:08:57,52.2260897,4.4954823
"fuck dit wordt k ziek wakker met koorts en zonder stem ... ik wil naar school ...",2014-01-20 06:32:09,51.8784155,5.2831812
"“@gewoon_jobB: 40.2 graden koorts 😪” beterschap",2014-01-20 18:17:15,51.48627399,5.46649843
"@ja_bakker daarom moet je je voorbij Nijmegen ook tegen Gele Koorts laten inenten. Dichterbij de Sahel immers.",2014-01-20 19:31:14,53.21652752,6.57971233
"Buiten koorts nu ook het gevoel alsof ik onder de trein heb gelegen. Nog maar een naproxen er in en kijken hoe het morgen gaat. #ikwilwerken",2014-01-20 19:48:05,52.2260895,4.4955096
"@Joosttel Die kans loop je niet bij teveel homeopatische middelen Hooguit verergering omdat het imuunsysteem kennelijk gewekt wordt #koorts",2014-01-20 19:52:28,52.29710532,4.85841754
"Of gewoon een beetje koorts",2014-01-20 21:12:49,52.6241806,4.7371408
"Klotezooi, mich allang neet meer zo krank geveult, koppien, misselijk, koorts.. Waat geit nog komme? Haopelijk murge beater! :( #goodnight",2014-01-20 23:39:38,51.19246772,6.02649707
"Ook vandaag moet ik er nog aan geloven. Ziek in bed bijven. #koorts en #spierpijn overal. Morgen is het vast wel over. #influenza",2014-01-21 06:18:46,52.2261184,4.4955238
"Ik heb weer eens een koortslip fijn echt kkr chill",2014-01-21 07:42:16,52.24345467,4.81860497
"Koorts: 39.5
Eten: lust is weg
Energie: wat is dat? ziek zijn is zoiets stoms. Stop ik met roken word ik ziek:s",2014-01-21 09:58:08,52.13649888,5.24429062
"Dus, koortsige baby maar draagt wel dikke kleding #foutje #dokterdeen",2014-01-21 11:21:27,53.1006084,6.079197
"En dan is alles wat je hooort.. #ajafey #klassiekerkoorts",2014-01-21 12:07:13,51.82448781,5.131237
"Vroeger 2.5 jaar in burkina faso gewoond. Ik mis het soms. De temp. Nu heb ik die temp.&lt&gt 41 graden koorts:( woestijn in me lichaam.",2014-01-21 16:09:46,52.13644256,5.24427976
"Koorts kan er nogwel bij -.-",2014-01-21 20:29:47,51.7524844,5.5179558
"@DaveAfca020 pik heb je koorts",2014-01-21 22:10:04,52.36586813,4.61339762
"@davevdmeer @BenvanderStee @PeetVoskamp @LPFWestland Vervelend die verkiezingskoorts..... Morgen maar even langs de huisarts :-)",2014-01-21 22:36:44,51.99880823,4.20532794
"Midden in de nacht overgegeven... &amp me evenwicht verloren... Droge keel &amp hoofdpijn, kan niet eens zelf lopen... &amp koorts #ziek",2014-01-22 07:26:52,52.0272116,5.1471013
"Iemand nog tips voor dreumes 1,5 die niets binnen houdt+koorts? Wat is het beste qua drinken om te geven, thee?",2014-01-22 11:17:53,52.6615352,4.84431268
"Pfffff #klassiekerkoorts",2014-01-22 13:10:57,51.5557357,4.909709
"Klassieker koorts",2014-01-22 14:11:48,52.0306331,5.63018955
"Pfff.... #klassiekerkoorts",2014-01-22 16:25:24,52.0803857,4.7407152
"Nog minder dan 3 uur.. tyfus wat een spanning. #KlassiekerKoorts #JODENGAANERAAN",2014-01-22 16:55:58,52.0803886,4.7407047
"Spanning... #KlassiekerKoorts",2014-01-22 18:10:41,52.0803935,4.7406946
"""@FR_HetLegioen: Dit soort wedstrijden zijn slecht voor het hart... #KlassiekerKoorts""",2014-01-22 18:53:33,51.8623208,5.7676714
"D-Day beat the scum #klassiekerkoorts #ajaFEY",2014-01-22 19:12:24,51.85544306,4.38906482
"Ik heb koorts.  #griepje",2014-01-22 19:13:45,51.69998798,5.28448669
"Ik wordt gek. #KlassiekerKoorts #ajaFEY come on#beatthescum",2014-01-22 19:21:52,51.89908024,4.70258869
"Godver de tyfus tering... wat een spanning.. #KlassiekerKoorts #JODENGAANERAAN",2014-01-22 19:38:38,52.080387,4.7406932
"Na weken verlangen, is t bijna zover. Zolang naar uitgekeken, nu moet t gebeuren. Come On, Make Us Proud! #Feyenoord #KlassiekerKoorts",2014-01-22 19:41:05,52.0804305,4.7406675
"Slapen met koorts, kusjes voor jullie.",2014-01-22 21:08:52,53.3157138,6.9046172
"Kutzooi fijn hoor denk dat k koorts heb",2014-01-22 21:55:18,51.98939974,5.95354085
"Ik ga maar weer aan de medicijnen. Die #hooikoorts is killing me :-|",2014-01-22 23:00:11,52.0481285,4.6450227
"""Er is een enorme stijging van het aantal koortslippen#

Ik ga er als een hazenlip vandoor

#logicas",2014-01-22 23:05:03,52.02008699,6.06206162
"Zo naar #Leeuwarden, even temperaturen hoe het met de #Elfstedenkoorts staat.",2014-01-23 06:56:05,52.7804836,6.45898533
"Ravi kreeg iedere keer dat we wat ondernamen gisteren koorts. Dan maar niet naar de home Learners. Bijna een uur met ov durf ik niet aan.",2014-01-23 08:14:02,52.49066863,4.63913935
"Keelontsteking.. bah! Koorts, keelpijn, oorpijn en algeheel rotgevoel. Heel fijn.. not :(",2014-01-23 11:36:58,52.3644649,5.2121821
"Ik merk gifwijk dat ik vannacht tussen koorts-peuter en baby in lag. #moe",2014-01-23 15:10:01,52.49066863,4.63913935
"En dan lig je hier met 40 graden koorts een emmer vol kots en wc pot vol diaree",2014-01-23 18:51:42,51.6273755,5.55372
"Leuk dat jullie er waren! ""@burokoorts: Brenno de Winter praat @degeldersekring bij over digitale gevaren. #hacken http://t.co/jGf1pMEUng”",2014-01-23 20:09:23,52.04160074,5.66912048
"Kleine man heeft hoge koorts en voelt zich niet happy. Poosje geleden dat ik mij kon melden bij #nachtouders waarschijnlijk #buikgriep",2014-01-23 22:52:17,52.0868005,5.6171464
"godver ik ben fucking koortsig ineens???",2014-01-23 23:13:38,52.04699908,5.07494608
"@Its_Amytjuh ja x heb koorts",2014-01-24 07:23:06,51.91435644,4.36389004
"Op de noordpool het ene kwartier en in het warme afrika de volgende #koorts",2014-01-24 08:22:03,51.93807365,5.92046376
"@kookadoshop thnx, ben van de week van migraine naar spierpijn naar koorts gegaan. Hopelijk is dit het eindstation",2014-01-24 10:16:41,51.93790592,5.92065575
"Ookal heb ik koorts ik MOET toch trainen, ''want je hebt morgen een wedstrijd blablabla''",2014-01-24 16:59:50,52.15167573,4.50915347
"Hoge koorts, heel erg hoofdpijn en alls doet pijn.. heeeel fijn dit 😭",2014-01-24 17:17:57,53.1012378,6.034777
"Toneelgroep Plankenkoorts Uddel.
De spanning stijgt. Zaterdag opbouw decor.",2014-01-24 21:43:20,52.259012,5.7825371
"Koorts #FFFFFFUUUUUU",2014-01-25 05:47:44,52.78651061,6.91365456
"""@esmemeester: 2 en een half uur bedoel ik ja typkoorts - @XanoukbakkerX"" hihi :)",2014-01-25 14:21:44,53.1334798,6.0725153
"Lkkr koorts lkkr overgeven lkkr",2014-01-25 17:21:50,52.4841616,6.11682507
"Weer een gezellig avondje vandaag! #schlagerkoorts 🎉",2014-01-25 18:59:54,51.77533463,5.95319986
"Heb gewoon weer een koortslip :(",2014-01-25 21:34:12,51.8393144,4.7044106
"RT ""@xlauragerrits: ""@ninahoogstraten: Weer een gezellig avondje vandaag! #schlagerkoorts 🎉""""",2014-01-25 21:48:09,51.7870555,5.9195714
"@DylanHummel WAT GAAN WE ZINGEN? En Ben. Koorts.",2014-01-25 22:41:34,51.4144145,5.3870728
"Weer koorts &amp zo slapen moet er over 6 uurtjes weer uit 😩",2014-01-25 23:28:59,52.1516423,4.50925298
"Duss door me koortslip is de linkerkant van me boven lip dik -_- #jeeej #not",2014-01-26 07:08:53,51.839321,4.7044109
"@wiecksnaas Ja hoor. Koorts is weg iig.",2014-01-26 08:42:55,51.4143757,5.3870603
"De rayonhoofden komen vanmiddag al weer bij elkaar #elfstedenkoorts ............. http://t.co/wWebjDoyUy",2014-01-26 10:28:16,52.1216066,5.07220354
"#vitnec Krijg ernstige last van geel-zwarte koorts.",2014-01-26 11:02:59,51.96483892,5.96598117
"Me koorts is nu al 38.3 ..",2014-01-26 11:56:26,53.1840856,6.6891363
"Vandaag niet HRDLPN. #griepje @Loopkoorts @loopmaatjes",2014-01-26 14:44:44,52.4958576,5.4723676
"Koorts.",2014-01-26 16:45:21,51.9348075,5.6011489
"Koortslip :s",2014-01-26 17:19:45,51.49282668,5.66460523
"Heerlijk dat ik precies allergisch ben voor de pollen die het hele jaar door zijn... #hooikoorts",2014-01-26 18:28:11,51.9327386,6.5816776
"Sinds vrijdag nacht hoge koorts. Klaar s klaarblergh",2014-01-26 18:42:52,51.7701685,5.54833949
"Koortserig &amp verkouden, lekker mn bedje in x",2014-01-26 19:07:21,52.12062552,5.27987489
"Koorts...",2014-01-26 19:39:12,52.0181159,4.3026575
"""@KaoutarMS: @NoeNoe0182 aahw ghair in sha allah, wat heb je?""keelpijn ,koorts , misselijk",2014-01-26 19:43:07,52.00879517,4.741862
"""@KaoutarMS: @NoeNoe0182 keelpijn &gt&gt daar is honing goed voor, koorts &gt&gt veel water drinken, misselijk &gt&gt daar helpt cola tegen""Cola?",2014-01-26 19:47:18,52.00879517,4.741862
"K wil zo graag naar school morgen maar als k koorts heb gaat dat niet &gt_&lt",2014-01-26 19:57:02,52.0181015,4.3026962
"@iTroy_pls dit s al de 3e x dat ik wakkerword in n uur, en begin ook nog koorts te krijgen ofzo ..",2014-01-26 23:51:27,51.74804073,5.51349788
"Ziek misselijk hoofdpijn en 39 graden koorts weer lekker verderslapen",2014-01-27 05:28:53,52.13821687,5.01864807
"Foto van ver, make-up, filter, en nog lijk je op een walrus met koortslippen (:",2014-01-27 12:05:19,51.91791329,5.86057261
"ziek 😔 #buikpijn #koorts #hoofdpijn",2014-01-27 15:33:51,51.94707167,4.55110131
"Fijn 38.3 gaden koorts wedden dat ik morgen gwn nasr school mket",2014-01-27 17:42:38,52.8554977,6.3091091
"Kzeg mam mag ik thuis blijven morgen zei zegt ja je bent zo ziek he koorts alles kzeg ja! Zei zegt na morgen SO ga maar lekker naar school",2014-01-27 17:52:42,52.0414057,4.2523906
"@ivflies ik deed het wel, ook zonder koorts!",2014-01-27 18:13:56,51.85524676,4.37752383
"volgens mij heb ik koorts..",2014-01-27 21:00:35,52.24263707,6.22813874
"Maar starten met het bellen van de huisarts. Kijken of ik een kuurtje krijg voor mijn bijholteontsteking. Nog steeds #koorts en een #plofkop",2014-01-28 06:13:09,52.2260754,4.4954832
"geen @bsdebakelgeert  voor joey.zieke zoon op de bank.hoesten proesten en koorts.wordt vandaag veel liefde dampo en warmte onder de deken.",2014-01-28 08:05:29,51.6504051,5.9351479
"Ik voel me zo ziek door gister, chagrijnig en koorts, maar weer slapen. 👋",2014-01-28 09:02:48,51.77265901,5.52905051
"Ik heb koorts lip hoe dan?",2014-01-28 09:40:44,51.8082176,4.6326818
"Werk afbellen.  Gaat m anders niet worden vanavond met koorts..",2014-01-28 10:29:06,51.6960327,5.3350898
"Ja hoor! Een bijholteontsteking. Complicatie van de griep. Doorgaan met pijnstillers en koortsremmers. Vrijdag terug bij geen verbetering.",2014-01-28 11:19:22,52.2260838,4.4954915
"Koorts, keelpijn en misselijkheid. Heerluk.",2014-01-28 14:55:52,53.23030721,6.5729201
"Op naar Schinvelderhoeve,nascholing kinderen met #koorts voor de huisartsen (waaronder @dupoire) en apothekers van omgeving Brunssum geven!",2014-01-28 16:18:06,50.94992485,5.96973078
"Hele warme voetjes tegen me aan #koortsbaby",2014-01-28 23:09:39,53.21653235,6.58001667
"@kfcnederland heel erge koorts hebben en het eerste wat je doet zodra je koorts daalt is KFC laten halen !!!!",2014-01-29 01:32:21,51.90430863,4.33564042
"Bij FTO kinderen met koorts interessant dat alle #apothekers tot nu toe bij foutieve dosering #amoxicilline een te lage dosering constateren",2014-01-29 07:00:36,50.96958026,5.75929516
".@Irma_Koopman @AafkeBrons Koopkracht stijgt paralel met verkiezingskoorts!
Houdt echter bvb geen rekening met gemeentelijke lasten!",2014-01-29 14:17:11,52.50662466,5.47153063
"Al de hele middag op bedd 😭 #ziek #koorts #kutleven",2014-01-29 15:48:46,51.5591233,5.10416853
"Kut koorts bah",2014-01-29 17:04:02,53.1840853,6.6891293
"go koorts, go.",2014-01-29 18:42:47,51.6898725,5.29586579
"Nog steeds 39 graden koorts😔",2014-01-29 19:44:46,51.97712464,4.24752829
"Koortslip? :(",2014-01-29 19:48:43,51.6589229,5.0270658
"Help wat te doen bij eeb koortslip??",2014-01-29 20:07:17,51.6582972,5.0277093
"Wanneer komen de Rayonhoofden weer bij elkaar? #elfstedenkoorts",2014-01-30 08:01:56,52.4822353,4.664953
"Na drie dagen van hoge koorts (40, 39, 41) nu een lichte verhoging (38) bij onze lieve kleuter. Ze kletst weer en maakt grapjes. Fijn!!",2014-01-30 08:02:17,52.37279962,5.76977421
"@mvossebelt ga er maar flink van genieten! Zorg dat de koortsblaren zonneblaren of surfblaren worden! #enjoy #jaloers #wilookweldezonin",2014-01-30 09:57:42,52.67650517,4.70291228
"“@NOS: Alternatieve Elfstedentocht afgelast http://t.co/mZDrK7oByy” Dus nu barst in NL de #elfstedenkoorts los. Ontsla die #rayonhoofden 🙏",2014-01-30 23:26:21,52.18692736,4.43094414
"Pff in 3 uur al 2 keer wakker geworden van de keelpijn en koorts, fijn dit ziek zijn",2014-01-31 00:45:31,52.19268596,5.9545477
"Het tegenovergestelde van koorts? Heb heel laag temperatuur? :0",2014-01-31 08:09:00,52.2000552,5.4218103
"Pff heel ziek. Hoge koorts dus alles wat ik kan doen is in bed liggen",2014-01-31 08:50:45,52.28353757,6.10294658
"@WilmadeJoode koorts ?",2014-01-31 17:54:13,52.4577459,4.80820962
"Hahaha bruno kreeg koorts sluiting",2014-01-31 20:14:58,51.99594072,5.88506184
"Lig je dan met koorts op bed..",2014-02-01 11:58:04,51.9148705,4.3462888
"Met koorts op bed.. even slapen en daarna nog werken..",2014-02-01 13:39:06,53.1126188,6.0943003
"Nu alweer wakker. Kut koorts",2014-02-02 07:17:25,52.35004218,5.62946066
"Wakker , pff slecht geslapen .. Koorts is gezakt hopelijk voel ik me vandaag beter 👍",2014-02-02 08:14:48,53.17592869,6.96957361
"Stijgende olympische koorts: @nocnsf TeamNL app komt de AppStore top 10 binnen! http://t.co/pRDQxD2oAB",2014-02-02 09:49:57,52.04903373,5.26738405
"Stijgende olympische koorts: de @nocnsf #TeamNLapp komt de AppStore top 10 binnen. #GoTeamNL http://t.co/xeHuiw83HV",2014-02-02 09:51:58,52.04901243,5.26736749
"Nederland 9 procent groener en hooikoortsseizoen op komst http://t.co/oG9mFK7rm8 #allergie #hooikoorts #natuur #stuifmeel",2014-02-02 10:54:59,51.9874932,4.2453277
"Op school voor plankenkoorts :)",2014-02-02 10:57:41,51.4110504,5.48885893
"Zonder Gianni, die ligt met 39,5 koorts op de bank (@ Stadion Galgenwaard - @fcutrecht for UTR vs AJAX w/ 36 others) http://t.co/BILmuLW9b0",2014-02-02 10:59:16,52.07859608,5.14561415
"Met koorts in bed😔",2014-02-02 12:31:07,50.86800751,5.73205677
"@marktuitert heel veel succes daar! Wij zijn erbij #goudkoorts #Sochi2014",2014-02-02 13:22:00,51.9908584,5.933693
"Vastelaovend! De koorts van rood-geel-groen begint op te spelen",2014-02-02 14:01:30,50.85349848,5.72114261
"@henripost Nu ben ik,wakker, maar of dat na middernacht nog zo is, waag ik te betwijfelen in mijn koortsige toestand.",2014-02-02 17:58:41,52.5121956,5.71754238
"Koorts again 👎",2014-02-02 20:12:22,52.15156298,4.50941109
"Gvd koorts kutzooi zomaar ineens",2014-02-02 21:13:52,53.1139856,6.1030899
"“@iiSean__: 🌈 krijg koorts 🌈” heb ik al bby",2014-02-02 22:15:22,53.20187361,5.81382569
"Hooikoorts klinkt als HOIII-koorts. Alsof je hoi zegt tegen koorts. Beter wordt het DAAGkoorts. Haa tsjoeeeee #hooikoorts #dagkoorts",2014-02-02 23:11:55,52.18809128,5.37633384
"38,9 graden koorts. Heb besloten een kachel te zijn ... hele dag beetje aan de muur hangen en warm zijn. Perfect toch?",2014-02-03 05:19:05,53.0648485,5.5233642
"Nog steeds koorts. Hier alleen al zou je ziek van worden. Ben het nu wel zat.",2014-02-03 06:46:01,52.2261072,4.4955523
"Vond het voor het eerst toch echt koud buiten ondanks dat ik nog steeds koorts heb. #vrieskou",2014-02-03 09:10:03,52.2260674,4.4955498
"@YvetteStamx_ verkouden, hoofdpijn, misselijk, koorts enzo 😔",2014-02-03 10:29:05,52.4908221,4.59129803
"@faatje030 en gefeliciteerd met je Peetkind! Ik had hele weekend tegen 40 graden koorts, kom echt bed niet uit.",2014-02-03 10:36:28,52.09895103,5.0091922
"Wat shit. Ik lig ziek in bed. Wat koorts, hoofdpijn, koude rillingen etc. Ze zeggen dat het heerst. Ik hoop toch niet te lang.",2014-02-03 11:32:40,51.63511028,5.34279867
"Vier repetities met koorts gedirigeerd, ik sloeg steeds verhitter. Nu richting wollen deken. #snif",2014-02-03 13:45:13,52.40832559,4.89898972
"Afijn...en dan ga je naar huis, en dan stap je koortsig in de verkeerde trein...#fijn",2014-02-03 14:12:40,52.36864159,4.93284741
"Elke week op vrije dag koorts &amp opgezette keel. Zou dit boodschap zijn van de Pfeiffer-kaboutertjes dat ze nog een tijdje willen blijven?",2014-02-03 15:48:03,52.07289139,4.29516867
"Snipsnot verkouden en koortsig. Hoop dat het morgen over is!",2014-02-03 23:00:27,51.88792128,5.91657772
"#bnr: slechts 28 Sotsji campagnes drie dagen voor de start. WK inschatting 10 maal zo veel.. #noggeenkoorts",2014-02-04 06:52:47,51.5494974,5.68425776
"Koorts -.- nu slapen",2014-02-04 10:39:22,52.6749142,4.8368234
"@RamonaKooistra  .. Koorts .. verkouden ... Snotneuzen .. Niet ernstig , wel vervelend",2014-02-04 13:15:56,53.44809045,5.69533364
"Griep en koorts!! Slapen slapen zzz (@ Ziekenboeg) http://t.co/zjLXOrMay7",2014-02-04 16:15:07,52.39134541,4.87583099
"Intercitykijken: ik krijg bijna koortsdromen van een vliegenscherm en verbaas me over geelblauwe bollenveldenfoto terwijl t buiten schemert.",2014-02-04 16:49:52,52.30981795,5.04269246
"Yes! Koorts is eindelijk aan het zakken.  Morgen hoop ik toch wel eens koortsvrij te zijn. #werdeenkeertjetijd",2014-02-04 17:35:41,52.2260821,4.4955484
