"tweet_text","tweet_datetime","latitude","longitude","keyword"
"@ejvandermeulen O, daar gaan we weer. U wilt die budgetten oormerken? Gevolg: nog meer bureaucratie. En daarna griepen op al die ambtenaren.","januari 2014","52.03259","4.483223","griep"
"Waarschijnlijk alweer die kutgriep te pakken :(","januari 2014","53.08953","6.060117","griep"
"dat de griep heerst okee.. maar waarom moet ik het hebben?","januari 2014","52.03744","4.265789","griep"
"Meh griep is niet chill","januari 2014","51.43755","5.946465","griep"
"griep uhg","januari 2014","51.50997","4.279188","griep"
"@DaisyAndNoah lastig he :( voel me nog niet ziek ofzo alleen t maakt zo,n herrie haha..ja hoop dat het ons overslaat #buikgriep","januari 2014","51.42589","5.441972","griep"
"@pietvanommen123 @lidikievit @gemKampen @rtvijsselmond Sorry sorry. Door de griep helaas niet zo helder vanavond","januari 2014","52.56506","5.951101","griep"
"Je zelf in de weg zitten. Dat doe ik vandaag. Niets met blue monday te maken. Of iets verkeerds gegeten of ""buikgriep""","januari 2014","52.01994","6.062301","griep"
"Dus, we spreken nu gewoon vast af, als ik morgen wakker word is dat grieperige gevoel weg!","januari 2014","51.83271","5.001069","griep"
"Wil gewoon beter zijn.. Ben dat ziek zijn al een tijdje zat... #griep","januari 2014","51.94218","4.426149","griep"
"Goedemorgen ben er weer klaar mee buikgriep hele nacht bezig geweest nu proberen nog wat te slapen tot tweets.","januari 2014","52.03140","4.170744","griep"
"Roanne verkouden.... Ze zal toch geen griep krijgen?? Nu koffie, werken en vanavond heeft yuli district kampioenschap in Alkmaar #fijnedag","januari 2014","52.49928","4.748947","griep"
"@diegogriep eh muito bom sim, vale a pena experimentar :)","januari 2014","52.35605","4.893626","griep"
"@Marloesjeeee griepje skat ?","januari 2014","52.66057","5.625643","griep"
"Herstellen van de griep: zet een schapen #schilderij op! Stap 1 krijt-houtskool http://t.co/Ofggw7Rqhv","januari 2014","52.23537","5.956705","griep"
"Grieperig, dus ''even rennen'' door #010 gaat minder snel. Ipv frustratie, berusting en kop koffie als tussenstation.)","januari 2014","51.92212","4.488214","griep"
"Of je hebt griep en nog eens 2 ontstekingen erbij #zoziekalseenhond","januari 2014","51.66129","4.817591","griep"
"kut buikgriepb","januari 2014","51.79802","4.494840","griep"
"@kyra586 vergeet ook je lieve opa én oma niet!!oh echt..lig met griep óp bed :-(","januari 2014","51.86682","4.657027","griep"
"Voel me redelijk ziek, gek altijd twee keer per jaar rond dezelfde tijd ziek.. #natuur #griep #gek #keelpijn","januari 2014","51.55142","5.067163","griep"
"Troep verzamelen,  vuilnisbak vullen. Daarna nog een paracetamol en naproxen om vervolgens op de bank te gaan hangen. #griep","januari 2014","52.22609","4.495505","griep"
"@ArendRdam ja ook goed. Beetje grieperig, maar komt goed! Gisteren op blue monday gezellig wijntje gedronken met vriendinnen, dus genieten🍷","januari 2014","52.32688","6.905419","griep"
"Oke ik geef me over. Deze week doodgewoon uitzieken en opknappen. #griep laat zich niet dwingen. #geengeduld","januari 2014","52.22606","4.495438","griep"
"@SLVNNNN ga weg met je Pelle hij heeft de griep appte die me net","januari 2014","50.85680","5.813183","griep"
"Bedrijven voorkomen griep door goede handhygiëne #hasselt http://t.co/lDxs7C5nhx","januari 2014","52.59267","6.095270","griep"
"Aai, aai, snotneus, rillerig, koud, watten in mijn hoofd. Precies...griep. Even ''naar een lagere versnelling schakelen''.","januari 2014","51.86068","4.257584","griep"
"Warm, koud, rillerig, draaierig ... Belooft niet veel goeds. #wellichteengriepjeopkomst","januari 2014","51.69994","5.284658","griep"
"Ipv zon nam mijn lief griep mee uit Portugal . Ik ontwijk hem dus een beetje haha","januari 2014","52.38126","6.134376","griep"
"Doei kantoor. Hoi bed. Nu de griep nog wegpesten en dan is alles weer oké.","januari 2014","52.08914","4.321990","griep"
"Griep","januari 2014","51.74822","5.499672","griep"
"“@BGNtweet: Griep? Hier knapt u van op! 9 voedingstips voor als u niet lekker bent - http://t.co/kDoOnL6xui”","januari 2014","51.53702","4.454409","griep"
"Ik heb koorts.  #griepje","januari 2014","51.69999","5.284487","griep"
"Oh jongens wat ben ik ziek:( #griep","januari 2014","52.45400","5.033091","griep"
"Het is zover. Griep heeft mij te pakken, voor eerst in lange tijd. Fuck.","januari 2014","52.09019","4.319981","griep"
"Ik heb griep maar ga vandaag toch maar even mijn kunstgeschiedenis tentamen maken. #gomerel","januari 2014","52.28776","5.174606","griep"
"Na een paar dagen griep, voel ik mij weer helemaal top en heb ik zin om aan de bak voor @Fam7","januari 2014","52.53793","6.037582","griep"
"ik haat buikgriep.","januari 2014","51.57876","5.017867","griep"
"Ben helemaal klaar met de griep. 18 uur in bed liggen, daar wordt je niet vrolijk van.","januari 2014","52.09025","4.319895","griep"
"""@lisagriepink: 3 van me 3 tussenuren naar de bs 😢"" http://t.co/TmJipWAwup","januari 2014","52.04709","5.348848","griep"
"Griep..","januari 2014","51.59011","5.337830","griep"
"@Xandra_ProTime @IngeJanknegt We kunnen het de volgende keer ook brengen #griep #snotter #mantelzorg #haha Sterkte daar!","januari 2014","53.20683","6.574590","griep"
"Ik lig erin. Beetje grieperig #twexit","januari 2014","53.11302","6.109987","griep"
"Let op Holland griep golf van uit het zuide op komst 5zieken op training baal baal #moetnietgekkerworden","januari 2014","51.47493","5.501098","griep"
"Nu komen natuurlijk de badass ask hatertjes even haten dat ze hopen dat ik sterf aan de griep ofzo...","januari 2014","51.27697","5.692615","griep"
"Ik ben helaas niet erg aanwezig op twitter momenteel. Bij ons in huis heerst nu mr.Griep. Hopelijk volgende week weer ah werk.","januari 2014","52.03630","4.267427","griep"
"Kleine man heeft hoge koorts en voelt zich niet happy. Poosje geleden dat ik mij kon melden bij #nachtouders waarschijnlijk #buikgriep","januari 2014","52.08680","5.617146","griep"
"@Manonklomp hey ja redelijk goed voel me al een paar weken niet echt geweldig,denk een klein griepje die niet door zet.Moest schaatsen toen.","januari 2014","51.69209","5.090930","griep"
"@YvonneMargaR buikgriepje ben ik bang voor. De dames hier zijn in het begin van de week aan de beurt geweest. Nu mag ik helaas:-(","januari 2014","52.55855","5.904526","griep"
"Zo eerst maar eens boodschappen halen. De kasten zijn akelig leeg na een week griep. Daarna qualitytime: pedicure en fysio.","januari 2014","52.22610","4.495575","griep"
"Misselijk + Keelpijn. #griep. http://t.co/DrGQS1MrcE","januari 2014","51.93481","5.601159","griep"
"Buikgriep!!! #😨","januari 2014","53.01467","6.908567","griep"
"""@Maris710: Buikgriep!!! #😨""ziek?","januari 2014","52.97151","6.952473","griep"
"@cjtmpk sluit ik mij helemaal bij aan. Toch allebei griep ??","januari 2014","52.76191","5.666742","griep"
"@OdileHemmen @downtownRdam ben met mijn Mastergriep in 010 op Binnweg en Kruiskade. Genieten van inzet en oontwikkelingen","januari 2014","51.92070","4.469566","griep"
"@danielle3ssen beterschap, ik snot en snuif me ook een eindje in de rondte, en toch een griepspuit gehad.","januari 2014","51.25070","5.907512","griep"
"@TimBroekhoven nou ik twijfel maar heb hoofdpijn en spierpijn niet te geloven.. denk griepje ofzo.","januari 2014","52.13264","4.667746","griep"
"Gvd ook nog us die kut griep 👎👎","januari 2014","51.85419","5.608515","griep"
"Er is maar één medicijn tegen griep: een South Park marathon.","januari 2014","52.09017","4.319989","griep"
"@Emmapeel100 @BrigitteRoox volgend jaar griepspuit","januari 2014","51.13244","5.845801","griep"
"Persoonlijk vind ik haldoe een van de hechtste vriendengriepen die ik ken","januari 2014","51.63484","5.880570","griep"
"Lekker weekend denk je. Helaas dag 2 met griep op de bank. Pfff","januari 2014","52.21188","5.945129","griep"
"De nachten tijdens griep zijn vreselijk. Onmogelijk te slapen en vreemde hersenspinsels. Vannacht heb ik reclame op mn dekbed verkocht.","januari 2014","52.09019","4.319966","griep"
"Fijn buikgriep","januari 2014","51.64001","5.359259","griep"
"Weer ff lekker bezig geweest naar n grieperig weekje 50km op de mtb rustig tempootje 23.8km gem @Kat10ja23 hield mij mooi uit de wind #thanx","januari 2014","51.57713","5.013441","griep"
"Vet gezellig hier. M''n pa heeft longaids, m''n ma griep en m''n broertje een ''defect'' oog. #ziekenboeg","januari 2014","52.18801","5.376307","griep"
"kak nog misselijk :s volgensmij buikgriep meegekregen van de kids op stage ofzo :s","januari 2014","52.01289","4.736760","griep"
"Het buikgriepvirus blijft me helaas niet bespaard. Ziek in bed....bah!","januari 2014","52.19208","5.402467","griep"
"@smehrer yep, voelde me niet zo lekker!
beetje griep ahw!!!!","januari 2014","52.26946","6.795432","griep"
"Vandaag niet HRDLPN. #griepje @Loopkoorts @loopmaatjes","januari 2014","52.49586","5.472368","griep"
"Die griep mag nu wel weer weg hoor","januari 2014","51.77017","5.548339","griep"
"Grieperig op de bank met m''n lief 💕... #homesweethome #feelingbad #goodnight http://t.co/8M1uk81Awz","januari 2014","52.35109","4.851676","griep"
"Volgens mij krijg ik de griep! Maar heb er geen tijd voor, wie neemt m over? #dtv","januari 2014","51.56015","5.106520","griep"
"Ziek in m''n bed stomme griep :(","januari 2014","51.90534","4.169212","griep"
"Terug mijn bedje in de griep heeft mij ook helaas te pakken","januari 2014","51.95637","4.463895","griep"
"Brr, niet lekker in m''n vel! #koudwarm #griep","januari 2014","52.32874","4.928363","griep"
"Goedemorgen wereld! Ik negeer de griep! Op maar m''n werk!","januari 2014","51.56017","5.106822","griep"
"“@_xEssmayy: ""@x_bonbonnetje: Ziek in m''n bed stomme griep :("" beterschap popje” dankjewel lief x","januari 2014","51.90540","4.169349","griep"
"Dag 4 van de buikgriep maar positief benaderen. Het ergste heb ik nu toch wel gehad?","januari 2014","52.55855","5.904473","griep"
"@EdwinKorver Voel met je mee. Beterschap. Lig zelf met zware griep in bed. Alleen al bij woord concentratie schiet de pijn door mn hoofd -)","januari 2014","51.16277","5.838702","griep"
"Zul je net meemaken. Weer ''n mooie dag bij de #LLTB in ''t vooruitzicht, slaat de griep toe. Met ''n hamer denk ik, zag het niet aankomen.","januari 2014","51.16282","5.838640","griep"
"@lauracore Baaah. Buikgriepje te pakken?","januari 2014","53.23955","6.035686","griep"
"Niet in mijn knollentuin denk dat de griep komt baba blijf maar weg !!!","januari 2014","51.58141","5.010128","griep"
"Griep...","januari 2014","52.13431","5.443040","griep"
"Ben echt nogsteeds ziek, maar nu weer anders dan vorige week. Heerst er meer dan 1 griep nu ofzo?","januari 2014","50.94392","5.895121","griep"
"@Joeysupusepa dan heb je buikgriep heb ik ook gehad veel slape. En drinken geloof me dan ben je z beter :) #TIP","januari 2014","52.72188","6.458629","griep"
"Na *crash* op de bank nu *blackout* in bed! Kom maar op! #gripopgriep","januari 2014","51.56014","5.106670","griep"
"Goed nieuws ontvangen vandaag☺️! Maar wel de buikgriep te pakken #ziek #KeepOnSmiling","januari 2014","52.35978","4.877173","griep"
"In m''n bedje morgen nog een dagje thuis :( #ziek #griep","januari 2014","51.90536","4.169383","griep"
"Ziekenboeg Urbach is weer geopend, de meisjes beide grieperig en topfit komt ook in mijn woordenboek ffkes niet voor. #kwakkelwinter","januari 2014","52.22630","6.867961","griep"
"Ziek thuis blijven, heb denk aardig de griep te pakken.","januari 2014","52.21840","5.280936","griep"
"Hoor net dat er heel veel mensen zijn zoals ik. Grieperig en toch doorlopen. Ik heb het gewoon te druk om ziek te zijn.","januari 2014","52.30189","5.252263","griep"
"Wij doen hier thuis de griepverschijnselenbingo. We hebben allemaal wel wat maar niemand echt ziek. Beetje lamlendig zootje dus hier","januari 2014","53.21661","6.579832","griep"
"Mensen het is pas 10 uur en ik heb al van alles gedaan! #tochgriep","januari 2014","53.05947","4.790875","griep"
"Ja hoor! Een bijholteontsteking. Complicatie van de griep. Doorgaan met pijnstillers en koortsremmers. Vrijdag terug bij geen verbetering.","januari 2014","52.22608","4.495491","griep"
"Griep, nee alsjeblieft blijf weg 😭","januari 2014","51.82244","4.651082","griep"
"@MuzZ11_  Oh...oh...dan heb je dit dús! De griep :-(:-( Beterschap! http://t.co/CPUetG7qys","januari 2014","51.23618","6.042781","griep"
"Kinderen die verkouden zijn en de griep hebben! betekent verzorging, luuf, aandacht en echinaforce voor de weerstand! &amp liefde, heel veel!","januari 2014","52.52825","5.440639","griep"
"Thuis .. drukkkk moee .  Zo moe.. niet normaal., maar wel goed bezig geweest..  #Griep???  #Nee !!!","januari 2014","52.99060","6.952428","griep"
"Heel veel vitamientjes, slapen en water drinken.. please griep ga weg, ik wil sporten 😭","januari 2014","51.46084","5.464115","griep"
"@romero_pona gelukkig geen #buikgriep","januari 2014","51.87647","5.715785","griep"
"Heb echt het gevoel dat ik griep krijg.","januari 2014","51.93035","6.079445","griep"
"@SamAandewiel ik hoop t echt! Maar dan moet ik eerst m''n griep de baas! 😷😡","januari 2014","51.56018","5.106600","griep"
"Ik lig onder de wol!!! Griepoffensief in volle gang!!! 😷😡😴","januari 2014","51.56020","5.106636","griep"
"Zit al paar dagen met buikgriep thuis. Moet ook m''n 4-nalaatste raadsvergadering missen. Jammer. Had graag bij discussie Bastei willen zijn.","januari 2014","51.83398","5.850907","griep"
"Grieperig! #ellendig! #verkouden #hoofdpijn #bleeh!😝😩","januari 2014","51.59917","4.714997","griep"
"Op weg naar bank en deken! Ik werk me door m''n griep heen! #ziekzijnisvoormietjes 😷😡😴","januari 2014","51.55821","5.107437","griep"
"@MarliesDriessen net niet griep denk ik. Zet vaak niet echt door bij mij morgen maar weer op naar het stadhuis vandaag beetje thuis gewerkt","januari 2014","52.69027","5.169848","griep"
"De huidige toestand... #griep @ huize clabbers http://t.co/CWwWQ7VHvl","januari 2014","51.35033","6.198500","griep"
"Weekje griep zie allerlei vadsig onnieuws langs komen maar niets over #YFM of VN-year of Family Farming. Hallo, NL is mondiale top in agro!","januari 2014","51.16276","5.838560","griep"
"@Caroovanrijn hah, griep. Geen druppel gehad 😁","januari 2014","53.23028","6.572570","griep"
"Gooooood Morning Notre Dama, koud, griep en onderweg @ work #Rotterdam","januari 2014","51.92476","4.474029","griep"
"Goedemorgen, energie weer beetje terug na grieperige week. Veel plezier vandaag!","januari 2014","52.85699","5.709042","griep"
"Kut griep 😷","januari 2014","51.97712","5.326944","griep"
"#slechtgaan #grieperig  alle pillen naar binnen werken die we hebben, paar espressootjes en gaan maar weer! #havenwerkers","januari 2014","51.86862","4.615401","griep"
"@nieuwbakelaar ja! Vaders is de laatste dagen wat grieperig, ik mag elke ochtend lekker melken 😃","januari 2014","51.83315","4.885093","griep"
"""@Nilsilicious_: @YOIAMISABEL ik ben ook ziek heb ook griep 😪😭""zielige wij","januari 2014","51.82742","4.480363","griep"
"Ziek.. griep","januari 2014","52.05737","4.232217","griep"
"Mooie inleiding debat bij griep 51 op de 10000 is een pandemie en vaak groot nieuws maar obesitas heeft nog veel ernstigste cijfers...","januari 2014","52.02478","5.670908","griep"
"Voor t eerst in mn (werkende) leven ziekgemeld. Nu gauw mn mandje in. #griep","januari 2014","52.23267","5.192202","griep"
"Ondanks griep goede presentatie 3 gedeputeerden BR ZL ZH 6 wethouders @waterpoortwerkt  Verbinden, verwonderen. http://t.co/LDManuXRP3","januari 2014","51.68491","4.212754","griep"
"4de opeenvolgende nacht mijn longen er uitgehoest. Aantal uren slaap is minimaal. Chagerijn is maximaal. Hoop nu gevestigd op dokter. #griep","januari 2014","52.35231","4.882350","griep"
"@henkvdveer miskien bedoëlt as fakature.....om iets goëds in huus te kenne hale !! Begriep wel dattut nyt veul kosse mag !!! #DKV","januari 2014","53.01746","5.649096","griep"
"Iemand iets leuks te melden? #cursus! 😓 #grieperig!","januari 2014","51.70384","4.869974","griep"
"Word gek van de griep :(","januari 2014","52.02329","4.356033","griep"
"Beterschap!! “@EnnaOnline: #griep http://t.co/ciZl7wZhaz”","januari 2014","53.22567","6.529237","griep"
"@IngeKorsten eeeh nee ziek#griep ben vanmiddag naar huis gegaan 😔","januari 2014","52.13650","5.018220","griep"
"@Veertjr @ff_sds Ik begriep it hielendal. Suc6.","januari 2014","53.04401","5.647878","griep"
"Wat helpt tegen de griep?","januari 2014","52.08201","5.212688","griep"
"""@kenkerjunk: ""@ChristellSayss_: Wat helpt tegen de griep?""

Slapen, een hele boel films en heel veel geld 👌""/ was dat maar zo..","januari 2014","52.08201","5.212688","griep"
"Barstende hoofdpijn. Ugh, ga weg joh! #grieperig","januari 2014","52.22352","5.175132","griep"
"Helpt bouillon tegen de griep?","januari 2014","52.08201","5.212688","griep"
"Kan niet meer slapen #griep #keelpijn #verstopteneus","januari 2014","52.31173","4.685628","griep"
"Ah gossie, hondje toch nog grieperig! Goed in de gaten houden.","januari 2014","52.69475","6.220409","griep"
"Had ik net zo goed op een cruiseschip kunnen gaan zitten. “@NOS: Weer buikgriep op cruiseschip http://t.co/yAFeuv1PXg”","januari 2014","52.34838","4.888141","griep"
"Daar gaat ''ie dan... En nog geen drie weken geleden liep ik een halve marathon. Valt me zwaar om me hierbij neer te leggen. #conditie #griep","januari 2014","52.34838","4.888061","griep"
"""@NOS: Weer buikgriep op cruiseschip http://t.co/Avbo1m3vZj"" // Ai,  dat belooft wat... -)","januari 2014","52.18437","5.374591","griep"
"Lijkt erop dat de griep gaat toeslaan. Snuf, snotter,  spierpijn (at @Consolid Hoofdkantoor) http://t.co/l8qOqsAtLK","januari 2014","52.38560","4.835518","griep"
"OpenDag staat weer klaar! Morgen van 09:00u tot 13:00u knallen! Nu op de bank! Nog steeds grieperig! En nu ook sterk ruikend😂😒","januari 2014","51.59910","4.715232","griep"
"Vlug alle boodschappen in huis gehaald, zodat ik het weekend op de bank onder een fleeceje met 2 paar sokken een griepaanval kan ondergaan.","januari 2014","52.51194","5.717416","griep"
"#Ziek #griep","januari 2014","51.24161","5.708013","griep"
"@nickensimon Lieve Nick. Heb je de griep weer te pakken? Sterkte! Rust maar ff goed uit.","januari 2014","52.03430","5.541117","griep"
"Blijkt dus dat ik buikgriep heb😅 couldn''t tell the difference..","januari 2014","52.14558","5.385753","griep"
"Oke! Nu is het wel mooi geweest! Skjin mien nocht. #dag4 #griep #minsin","februari 2014","53.36296","5.964969","griep"
"Griep + werk, yes","februari 2014","50.85814","6.031627","griep"
"@BuroBloei was heftig, nu weer ok. Bij jullie ook buikgriep? Sterkte!","februari 2014","52.14352","5.374167","griep"
"Hoi griep! Ga es weg!!!","februari 2014","52.18063","5.371623","griep"
"@jeroenkidv Griep of een flinke verkoudheid 😉","februari 2014","52.13889","4.658363","griep"
"Ik heb echt een flinke #griep te pakken :-(","februari 2014","52.04820","4.645057","griep"
"Oh griep, ga toch weg!!","februari 2014","52.18056","5.371535","griep"
"“@JacquelinedeMaa: Klaar met griep, griep helaas niet met mij.”                            Beterschap!","februari 2014","52.37706","4.905937","griep"
"#Verkouden? #griep #verdamp deze in uw #ruimte en 95% van de #microben worden verwijderd uit je omgeving http://t.co/n1oNjMvXJV","februari 2014","52.21428","6.116695","griep"
"Hele dag met griep in bed gelegen. Nu, om negen uur, toch even hoestend naar beneden om te kijken of er wat voedsel in het lijf kan.","februari 2014","52.51207","5.717356","griep"
"Griep hebben heeft ook zo zijn voordelen, eindelijk tijd om #Ramses te kijken.. Prachtig!","februari 2014","52.35464","4.900664","griep"
